V4,V11,V14,V2,V8,V5,V1,V15,V13,V9,V3,V6,V7,V10,V12,V16,Class
primary,may,-1,management,no,no,47,0,1,cellular,married,0,yes,21,587,unknown,1
tertiary,jul,-1,retired,no,no,41,0,2,cellular,single,2144,no,15,455,failure,2
secondary,aug,-1,technician,no,no,49,0,1,cellular,single,1,no,23,206,unknown,1
secondary,aug,-1,management,no,no,47,0,1,unknown,single,729,yes,1,439,unknown,1
secondary,jun,-1,housemaid,no,no,49,0,1,cellular,single,1268,no,18,182,unknown,1
tertiary,jul,-1,management,no,no,38,2,1,unknown,married,2313,yes,6,169,unknown,1
secondary,may,-1,management,no,no,43,0,2,cellular,married,-379,yes,7,659,unknown,1
secondary,jul,-1,technician,yes,no,48,0,2,unknown,single,0,no,12,102,unknown,1
secondary,jun,-1,services,no,no,46,0,1,cellular,single,-1215,yes,15,185,unknown,1
tertiary,apr,-1,services,no,no,56,0,3,telephone,divorced,2185,yes,17,436,unknown,1
secondary,aug,-1,management,no,no,33,0,1,cellular,divorced,1983,no,15,714,unknown,1
secondary,aug,-1,blue-collar,no,no,32,0,5,unknown,single,1436,yes,27,232,unknown,1
secondary,may,-1,services,no,no,41,0,2,unknown,married,-295,no,14,15,unknown,1
unknown,nov,-1,blue-collar,no,no,37,0,3,cellular,married,360,yes,19,103,unknown,1
secondary,aug,-1,services,no,no,42,0,2,cellular,divorced,13,yes,4,98,unknown,1
secondary,jun,-1,management,no,no,48,0,4,unknown,divorced,-342,yes,28,557,unknown,1
secondary,may,332,blue-collar,yes,no,41,1,3,cellular,divorced,1,yes,14,744,failure,1
secondary,aug,-1,entrepreneur,no,no,37,0,2,cellular,single,407,no,16,52,unknown,1
primary,jun,-1,blue-collar,no,no,57,0,2,cellular,divorced,-426,no,2,69,unknown,2
tertiary,nov,-1,management,no,no,39,0,2,cellular,single,6483,yes,8,889,unknown,1
secondary,jul,-1,technician,no,no,36,0,2,unknown,married,536,no,12,112,success,1
secondary,feb,91,admin.,no,no,32,5,2,unknown,married,1491,no,23,108,unknown,1
primary,jun,-1,management,no,no,32,0,4,cellular,divorced,967,yes,13,184,unknown,1
secondary,feb,-1,management,no,no,59,7,3,unknown,single,-252,yes,18,80,unknown,1
primary,jul,-1,blue-collar,no,no,41,0,7,cellular,married,0,no,25,245,unknown,1
secondary,feb,-1,services,no,no,28,0,1,cellular,married,77,yes,18,108,unknown,1
primary,may,-1,management,yes,no,59,0,1,unknown,single,879,yes,20,183,unknown,1
secondary,jan,-1,management,no,no,43,0,1,cellular,married,1491,yes,8,455,unknown,1
secondary,may,-1,management,no,no,24,0,3,cellular,single,914,yes,16,136,unknown,1
tertiary,jan,-1,retired,no,no,48,0,1,cellular,married,1,no,30,126,unknown,1
tertiary,may,-1,management,no,no,43,2,1,cellular,married,0,yes,11,415,unknown,1
secondary,aug,371,housemaid,no,no,56,0,1,cellular,married,666,no,13,1038,failure,2
secondary,aug,-1,management,no,no,46,0,2,cellular,married,3552,yes,11,176,success,1
secondary,may,275,management,no,no,32,0,3,unknown,single,-292,no,15,92,unknown,1
secondary,jul,-1,management,no,no,33,0,2,cellular,single,37,yes,2,206,failure,1
secondary,aug,-1,services,no,no,41,0,2,unknown,married,863,yes,17,108,unknown,1
secondary,jul,-1,management,yes,no,60,0,3,cellular,married,1430,yes,30,183,unknown,1
secondary,may,-1,admin.,no,no,59,0,1,unknown,divorced,-15,no,5,94,unknown,1
unknown,aug,-1,admin.,yes,no,36,0,1,cellular,married,-212,yes,14,173,unknown,1
secondary,may,-1,management,no,no,34,0,4,cellular,married,0,yes,4,64,unknown,1
primary,apr,-1,services,no,no,41,0,1,cellular,married,2912,yes,17,150,unknown,1
secondary,jul,-1,admin.,no,no,33,0,3,cellular,married,514,yes,3,165,unknown,1
secondary,jul,-1,blue-collar,no,no,38,4,3,unknown,single,158,yes,27,857,unknown,1
tertiary,jun,-1,management,no,no,38,0,2,cellular,single,859,yes,19,411,unknown,1
secondary,may,-1,blue-collar,no,no,58,0,2,unknown,married,778,yes,12,172,unknown,1
unknown,may,-1,housemaid,no,no,51,12,2,cellular,married,633,yes,19,136,success,1
secondary,apr,-1,blue-collar,no,no,43,0,1,cellular,married,749,no,15,1023,unknown,1
tertiary,may,-1,services,no,no,35,2,6,cellular,married,390,yes,7,723,unknown,1
secondary,aug,-1,management,no,no,58,0,2,cellular,married,448,yes,21,1092,unknown,1
tertiary,jul,-1,admin.,no,no,54,0,2,cellular,married,0,yes,13,945,unknown,1
secondary,jul,-1,services,no,no,32,0,2,cellular,married,637,yes,21,164,unknown,1
secondary,may,140,student,no,no,33,0,1,cellular,married,1462,yes,12,108,unknown,1
tertiary,may,-1,technician,no,no,30,0,1,unknown,divorced,-1214,yes,23,65,unknown,1
secondary,may,-1,admin.,no,no,53,0,5,cellular,married,473,yes,29,829,unknown,1
primary,aug,-1,management,no,no,29,0,2,cellular,single,464,yes,10,173,unknown,2
secondary,may,-1,entrepreneur,no,no,56,0,4,cellular,single,249,yes,9,446,unknown,2
tertiary,feb,-1,admin.com,no,no,25,0,1,cellular,single,-1,yes,30,172,unknown,1
secondary,may,-1,technician,no,no,52,0,3,unknown,divorced,0,no,9,94,unknown,2
secondary,may,-1,blue-collar,no,no,58,0,1,cellular,married,741,yes,12,217,unknown,1
primary,may,-1,blue-collar,no,no,54,1,3,unknown,married,936,no,18,152,unknown,1
secondary,apr,-1,management,no,no,51,0,2,cellular,single,107,no,15,104,unknown,1
secondary,aug,-1,management,no,no,45,0,1,cellular,married,1675,no,12,148,unknown,1
tertiary,may,-1,technician,no,no,34,0,1,cellular,married,498,no,19,8,unknown,1
secondary,may,-1,blue-collar,no,no,54,5,4,cellular,married,614,yes,13,184,unknown,1
tertiary,jul,91,student,no,no,41,0,2,cellular,married,-227,no,12,663,failure,1
secondary,aug,92,services,no,no,33,0,1,cellular,married,613,yes,9,112,unknown,1
unknown,aug,178,admin.,yes,no,40,0,12,cellular,married,4,no,17,757,unknown,1
secondary,nov,-1,blue-collar,no,no,29,0,3,cellular,married,618,no,23,1435,unknown,1
primary,apr,-1,management,yes,no,41,0,1,cellular,married,209,yes,18,527,unknown,1
secondary,feb,-1,management,no,no,36,0,2,cellular,married,389,yes,9,1031,failure,1
secondary,jul,-1,blue-collar,no,no,43,0,4,cellular,single,984,yes,15,127,unknown,1
secondary,may,-1,entrepreneur,yes,no,43,0,3,cellular,married,2787,no,17,329,unknown,1
tertiary,apr,-1,admin.,no,no,47,0,2,cellular,single,1983,yes,9,152,unknown,1
primary,jun,-1,blue-collar,no,no,34,0,2,cellular,married,945,yes,8,124,unknown,1
secondary,jun,-1,management,no,no,31,0,1,cellular,single,905,yes,20,136,unknown,1
tertiary,jan,-1,admin.,no,no,37,2,3,cellular,married,0,yes,18,772,unknown,1
primary,jul,-1,blue-collar,no,no,37,0,1,unknown,married,543,no,7,973,unknown,1
secondary,may,-1,management,no,no,33,0,7,unknown,divorced,874,yes,2,246,unknown,1
tertiary,aug,-1,management,no,no,34,0,2,cellular,divorced,1609,yes,2,9,unknown,1
secondary,jul,-1,management,no,no,33,0,1,cellular,married,0,yes,10,103,unknown,1
tertiary,jun,-1,technician,no,no,39,0,1,cellular,married,-1,no,13,539,unknown,1
secondary,may,-1,retired,no,no,37,0,1,unknown,married,685,yes,25,113,unknown,1
secondary,aug,-1,self-employed,yes,no,37,2,1,cellular,single,-354,no,21,559,unknown,2
tertiary,may,-1,entrepreneur,no,no,34,0,3,cellular,single,473,yes,26,182,unknown,1
tertiary,jul,-1,management,no,no,28,0,5,cellular,divorced,2185,no,28,182,unknown,1
primary,jul,-1,admin.,no,no,35,0,2,unknown,married,-1,no,7,792,unknown,1
tertiary,may,-1,management,no,no,31,0,1,unknown,married,0,no,16,123,unknown,1
primary,apr,-1,technician,no,no,34,0,1,cellular,single,-95,yes,18,250,unknown,1
secondary,may,-1,management,no,no,30,0,1,cellular,single,-252,yes,12,343,unknown,2
tertiary,may,-1,housemaid,yes,no,32,0,1,cellular,married,914,yes,16,661,unknown,1
secondary,aug,-1,admin.,no,no,46,0,2,unknown,single,91,no,7,152,unknown,2
tertiary,apr,-1,technician,no,no,48,0,2,cellular,married,448,yes,8,74,unknown,1
primary,aug,-1,services,no,no,47,0,1,cellular,married,-886,no,11,107,unknown,1
primary,feb,-1,technician,no,no,57,0,3,cellular,married,12675,no,10,111,unknown,1
secondary,may,-1,services,no,no,41,0,1,cellular,single,523,yes,21,717,unknown,2
secondary,may,99,blue-collar,no,no,43,0,1,unknown,married,6020,no,27,364,unknown,1
tertiary,may,-1,management,no,no,35,4,1,unknown,married,2185,yes,6,119,unknown,1
tertiary,may,-1,management,yes,no,33,0,3,cellular,single,0,no,12,220,unknown,1
tertiary,may,-1,blue-collar,no,no,36,0,1,cellular,single,5291,no,13,409,unknown,1
secondary,jul,-1,technician,no,no,43,0,1,cellular,divorced,2851,yes,18,449,failure,1
unknown,feb,-1,management,no,no,53,0,2,unknown,single,442,yes,10,228,unknown,1
tertiary,nov,-1,blue-collar,no,no,35,0,2,cellular,married,1036,yes,6,161,unknown,1
tertiary,aug,-1,technician,no,no,31,0,2,cellular,single,1688,yes,19,128,unknown,1
secondary,may,-1,services,no,no,49,0,2,cellular,married,1988,yes,5,171,unknown,1
primary,may,-1,blue-collar,no,no,32,0,1,telephone,single,507,no,16,210,unknown,1
secondary,jun,-1,technician,yes,no,38,0,1,cellular,married,-95,yes,12,619,unknown,1
tertiary,aug,-1,management,no,no,58,2,2,cellular,single,-297,no,17,539,unknown,1
secondary,may,-1,management,no,no,37,0,1,telephone,married,1,no,16,267,unknown,1
secondary,jun,-1,admin.,no,no,54,0,2,cellular,married,230,yes,19,422,unknown,1
tertiary,aug,-1,admin.,no,no,34,0,2,cellular,married,882,no,3,515,unknown,1
secondary,jul,-1,entrepreneur,no,no,31,0,3,cellular,single,217,no,14,116,unknown,1
secondary,may,-1,blue-collar,no,no,41,0,1,cellular,single,1612,yes,12,183,unknown,1
primary,nov,-1,housemaid,no,no,41,0,2,unknown,married,541,yes,19,126,unknown,1
secondary,jun,-1,management,no,no,38,0,3,cellular,single,639,yes,17,520,unknown,1
secondary,jun,-1,technician,no,no,57,0,2,cellular,married,2786,yes,26,80,unknown,1
tertiary,may,-1,blue-collar,no,no,53,0,2,cellular,single,1739,yes,29,195,unknown,1
tertiary,may,-1,technician,no,no,58,0,3,cellular,married,3237,yes,30,179,unknown,1
primary,jun,-1,self-employed,no,no,54,4,4,unknown,married,723,yes,4,33,failure,1
secondary,may,-1,technician,no,no,29,0,1,telephone,married,723,yes,10,324,unknown,1
tertiary,jul,-1,technician,no,no,37,0,2,cellular,single,888,no,5,85,unknown,1
secondary,apr,-1,technician,no,no,40,0,2,cellular,married,27,yes,2,136,unknown,1
secondary,aug,-1,services,no,no,44,0,2,unknown,single,-1,yes,15,179,unknown,1
secondary,aug,-1,admin.,no,no,34,0,4,unknown,married,318,no,20,167,unknown,1
secondary,may,-1,blue-collar,no,no,42,0,1,cellular,single,-913,no,5,150,unknown,2
secondary,nov,-1,management,yes,no,33,0,1,cellular,single,716,yes,9,179,unknown,2
secondary,jun,-1,admin.,no,no,36,0,1,cellular,married,-545,yes,5,184,unknown,1
primary,may,-1,admin.,yes,no,54,0,2,cellular,married,0,yes,7,532,unknown,1
tertiary,nov,-1,blue-collar,no,no,37,0,2,unknown,married,14352,no,9,198,unknown,1
secondary,nov,-1,management,no,no,53,0,2,cellular,married,-165,no,23,182,unknown,1
secondary,may,-1,admin.,no,no,57,0,1,cellular,single,154,yes,7,185,unknown,1
secondary,may,-1,admin. admin.,no,no,42,0,2,cellular,married,752,yes,19,136,unknown,1
tertiary,jul,-1,blue-collar,no,no,47,0,2,cellular,married,812,yes,14,163,unknown,1
primary,jul,-1,technician,no,no,33,0,2,cellular,single,-1,yes,7,579,unknown,1
secondary,aug,-1,management,no,no,33,0,1,cellular,single,2516,yes,18,159,unknown,1
primary,aug,-1,blue-collar,no,no,57,0,1,cellular,married,1316,no,26,83,success,1
tertiary,jul,-1,admin.,no,no,44,0,2,cellular,single,258,no,6,658,unknown,1
tertiary,may,-1,technician,yes,no,32,0,2,cellular,single,1541,no,10,111,unknown,1
secondary,aug,-1,management,no,no,49,0,3,cellular,married,943,yes,18,823,unknown,1
secondary,feb,-1,technician,no,no,51,0,2,unknown,married,-507,no,21,111,unknown,1
tertiary,aug,-1,management,yes,no,60,0,1,cellular,single,786,yes,2,479,unknown,1
tertiary,may,-1,management,yes,no,32,0,4,unknown,married,564,yes,7,124,unknown,1
secondary,aug,-1,technician,no,no,44,0,2,unknown,single,1436,yes,30,150,unknown,1
secondary,jun,-1,blue-collar,no,no,57,0,1,cellular,single,1245,yes,11,608,unknown,1
tertiary,jun,-1,technician,no,no,58,0,2,cellular,single,217,no,18,471,unknown,1
secondary,may,-1,technician,no,no,61,0,3,cellular,married,0,yes,29,378,unknown,1
secondary,nov,91,admin.,no,no,45,0,2,cellular,married,432,yes,26,222,unknown,2
tertiary,jun,-1,blue-collar,no,no,34,0,1,cellular,married,2879,yes,28,784,unknown,1
secondary,aug,-1,blue-collar,yes,no,34,0,1,unknown,single,-9,yes,29,197,unknown,1
tertiary,may,-1,blue-collar,no,no,44,0,2,unknown,married,3092,no,13,393,unknown,1
secondary,jul,-1,unemployed,no,no,55,0,3,unknown,married,1459,yes,11,138,failure,1
primary,may,167,management,no,no,35,0,2,cellular,single,74,no,1,110,unknown,1
secondary,may,-1,management,yes,no,33,8,2,unknown,married,111,yes,20,135,unknown,1
secondary,aug,-1,management,no,no,32,0,2,cellular,single,859,no,9,334,unknown,1
secondary,jul,-1,technician,no,no,40,0,1,cellular,married,1836,yes,13,94,unknown,1
tertiary,nov,-1,technician,no,no,38,0,1,cellular,married,291,yes,27,150,unknown,1
secondary,apr,-1,services,no,no,47,0,2,cellular,single,836,no,17,132,unknown,1
tertiary,may,-1,management,no,no,51,0,5,cellular,married,227,no,18,172,unknown,1
primary,jul,-1,blue-collar,no,no,29,0,1,cellular,married,394,no,14,73,unknown,1
primary,may,182,admin.,yes,no,57,0,1,cellular,single,543,yes,28,1080,unknown,1
tertiary,feb,-1,technician,no,no,43,0,2,cellular,married,-354,no,10,185,unknown,1
primary,feb,-1,management,no,no,30,1,1,cellular,single,25,no,16,117,unknown,1
primary,apr,-1,management,no,no,28,0,2,unknown,married,2124,yes,5,47,unknown,1
tertiary,jul,-1,blue-collar,no,yes,37,0,3,cellular,married,0,yes,22,219,failure,1
secondary,aug,-1,admin.,yes,no,40,0,1,cellular,married,-844,no,16,104,unknown,1
secondary,jul,-1,blue-collar,no,no,35,0,2,cellular,married,896,yes,16,781,unknown,1
secondary,nov,-1,management,no,no,33,0,2,cellular,married,491,yes,20,0,unknown,1
secondary,may,-1,management,no,no,25,2,1,unknown,married,-227,no,23,667,unknown,1
tertiary,jun,123,blue-collar,no,no,33,0,1,telephone,single,0,yes,24,107,unknown,2
unknown,jun,-1,admin.,no,no,47,0,2,cellular,married,889,yes,15,152,unknown,1
secondary,jun,-1,management,no,no,33,0,6,unknown,single,-352,no,21,418,unknown,1
secondary,jun,-1,blue-collar,no,no,32,0,2,cellular,married,0,yes,28,185,unknown,1
secondary,may,-1,management,no,no,36,3,2,cellular,married,5196,no,4,-1,unknown,1
secondary,jun,-1,management,no,no,48,0,1,unknown,married,2288,no,21,151,unknown,1
secondary,feb,-1,technician,no,no,33,0,2,cellular,single,3125,no,9,168,unknown,1
tertiary,jul,-1,management,no,no,44,0,1,unknown,married,422,yes,28,104,unknown,1
tertiary,may,-1,technician,no,no,35,0,3,cellular,married,1638,yes,8,488,unknown,2
secondary,jun,-1,management,no,no,54,0,2,cellular,married,478,yes,30,296,unknown,1
tertiary,jul,-1,blue-collar,yes,no,48,0,4,cellular,single,832,yes,13,46,unknown,1
secondary,nov,-1,management,no,no,40,0,2,unknown,divorced,664,yes,7,135,unknown,1
tertiary,may,-1,blue-collar,no,no,63,0,2,unknown,married,-1,yes,11,215,unknown,1
secondary,may,-1,technician,no,no,29,0,29,cellular,married,2921,no,27,261,unknown,1
secondary,jun,-1,blue-collar,no,no,35,1,5,cellular,single,-355,yes,8,179,unknown,1
secondary,jul,-1,management,no,no,55,0,3,cellular,married,839,no,18,113,unknown,1
secondary,feb,-1,blue-collar,yes,no,52,0,2,telephone,married,0,yes,12,190,failure,1
tertiary,jun,-1,management,no,no,36,0,1,cellular,single,-196,no,8,168,unknown,1
tertiary,jul,-1,technician,no,no,37,0,1,unknown,married,578,yes,27,206,unknown,1
secondary,may,-1,blue-collar,no,no,54,0,4,cellular,married,4641,no,17,126,unknown,2
tertiary,feb,-1,unknown,no,no,47,0,3,cellular,single,0,no,18,152,unknown,1
secondary,may,-1,admin.,no,no,30,0,1,cellular,single,3179,yes,28,728,unknown,1
primary,apr,-1,admin.,no,no,41,0,1,cellular,married,968,yes,26,1230,unknown,1
secondary,aug,-1,blue-collar,no,no,46,0,2,unknown,single,1182,no,17,787,unknown,1
primary,nov,-1,blue-collar,no,no,38,0,1,cellular,divorced,0,no,27,94,unknown,1
secondary,jun,-1,retired,no,no,37,2,1,cellular,married,1339,no,5,123,failure,1
secondary,may,-1,technician,no,no,47,0,2,unknown,married,908,yes,17,80,unknown,2
secondary,jul,-1,housemaid,no,no,59,0,2,unknown,married,-1,no,6,541,unknown,1
tertiary,apr,-1,blue-collar,no,no,42,0,2,unknown,single,0,no,21,105,unknown,2
tertiary,jun,-1,management,no,no,43,2,2,unknown,single,544,yes,13,245,failure,1
tertiary,aug,-1,blue-collar,no,no,32,0,2,cellular,married,394,yes,12,1505,unknown,2
secondary,may,-1,management,no,no,30,0,2,cellular,married,18,no,20,959,unknown,1
secondary,may,-1,blue-collar,no,no,46,0,2,cellular,single,-1,yes,6,112,unknown,1
secondary,nov,-1,management,no,no,45,0,2,unknown,married,4499,yes,17,138,failure,1
tertiary,jul,-1,services,no,no,33,0,1,cellular,married,10861,no,30,-1,unknown,2
tertiary,may,-1,admin.,no,no,57,0,2,cellular,married,723,no,23,8,unknown,1
primary,may,-1,student,no,no,36,0,1,cellular,married,839,yes,3,219,unknown,1
secondary,may,-1,management,no,no,26,0,1,cellular,single,727,yes,13,132,unknown,1
tertiary,jul,-1,technician,no,no,60,0,1,cellular,single,914,no,12,197,unknown,1
secondary,jan,-1,blue-collar,no,no,44,0,1,cellular,divorced,636,yes,30,171,unknown,1
tertiary,aug,-1,technician,no,no,48,0,1,cellular,married,909,yes,2,82,unknown,1
secondary,may,-1,self-employed,no,no,32,0,1,cellular,single,-396,no,18,333,unknown,1
secondary,jun,-1,management,no,no,33,0,2,unknown,single,487,yes,28,127,failure,1
secondary,nov,-1,management,yes,no,41,0,1,unknown,divorced,-478,no,16,252,unknown,1
secondary,nov,-1,blue-collar,no,no,44,0,1,cellular,married,39098,no,15,130,failure,1
primary,aug,272,admin.,no,no,40,0,3,cellular,married,1309,no,21,1,unknown,1
secondary,nov,-1,retired,no,no,41,0,10,cellular,married,742,yes,16,439,unknown,1
tertiary,may,-1,technician,yes,no,32,0,1,cellular,single,619,no,12,119,unknown,1
tertiary,apr,-1,management,no,no,53,0,2,cellular,married,686,no,30,169,unknown,1
secondary,aug,-1,retired,no,no,38,0,1,unknown,single,127,no,12,521,unknown,1
secondary,may,-1,technician,no,no,55,0,1,cellular,married,533,yes,6,138,unknown,1
secondary,may,-1,management,no,no,52,0,1,cellular,married,0,yes,16,111,unknown,1
tertiary,sep,247,services,no,no,35,2,2,cellular,married,958,yes,23,77,unknown,1
tertiary,nov,-1,blue-collar,no,no,48,0,2,cellular,married,55,yes,13,104,unknown,1
primary,may,-1,management,no,no,34,0,1,unknown,divorced,788,no,28,87,unknown,1
secondary,jun,391,services,no,no,36,0,4,cellular,single,544,yes,28,324,unknown,1
tertiary,may,-1,technician,no,no,33,0,2,cellular,married,828,yes,16,464,failure,1
tertiary,nov,-1,management,no,no,31,0,2,unknown,married,-1,yes,10,151,unknown,1
tertiary,nov,-1,blue-collar,no,no,30,0,2,unknown,married,40,no,6,113,unknown,1
secondary,feb,-1,admin.,no,no,27,0,1,cellular,married,1188,no,21,503,unknown,1
secondary,may,-1,admin.,no,no,31,1,2,unknown,single,788,yes,12,113,unknown,1
secondary,jun,-1,services,no,no,50,0,3,cellular,married,715,yes,17,145,unknown,1
secondary,apr,-1,blue-collar,yes,no,54,0,1,cellular,single,-1,yes,12,679,unknown,2
tertiary,jun,-1,management,no,no,41,0,2,cellular,married,1065,no,11,126,unknown,2
secondary,aug,-1,student,no,no,27,0,2,cellular,single,676,yes,10,104,unknown,1
tertiary,may,-1,technician,no,no,34,0,3,unknown,divorced,513,yes,13,185,unknown,1
tertiary,may,-1,management,no,no,28,0,2,cellular,married,339,yes,14,107,unknown,1
tertiary,jan,-1,unemployed,no,no,51,0,2,cellular,divorced,492,no,6,156,unknown,1
tertiary,jul,-1,admin.,yes,no,26,0,2,cellular,married,762,yes,20,138,unknown,1
secondary,may,-1,management,no,no,46,0,2,cellular,single,3269,no,12,136,unknown,1
secondary,jul,-1,management,no,no,34,0,1,cellular,married,1188,no,22,185,unknown,1
secondary,jun,-1,admin.,yes,no,44,0,4,unknown,single,10,no,30,356,unknown,2
secondary,may,-1,blue-collar,no,no,33,1,2,cellular,married,0,no,20,103,unknown,1
tertiary,aug,-1,management,no,no,69,0,1,cellular,single,2196,yes,21,172,unknown,1
primary,may,-1,admin.,no,no,52,0,1,cellular,married,1,yes,20,150,unknown,1
tertiary,jul,-1,blue-collar,no,no,34,0,1,cellular,single,4385,yes,12,175,unknown,1
primary,jul,-1,blue-collar,no,no,30,0,2,unknown,married,494,no,14,158,unknown,1
secondary,may,-1,blue-collar,yes,no,39,0,3,unknown,married,537,no,21,1082,unknown,1
tertiary,jul,-1,admin.,no,no,38,0,2,cellular,married,14352,yes,8,446,unknown,1
tertiary,nov,-1,blue-collar,no,no,41,0,2,cellular,married,338,no,4,126,unknown,1
secondary,may,-1,technician,no,no,53,0,1,cellular,married,764,yes,20,929,unknown,1
secondary,aug,-1,housemaid,no,no,40,0,3,cellular,married,709,yes,26,5,unknown,1
secondary,jul,-1,management,no,no,29,0,2,cellular,married,876,yes,10,124,unknown,1
tertiary,may,-1,blue-collar,no,no,29,0,11,cellular,divorced,667,yes,23,175,unknown,1
primary,may,-1,unemployed,no,no,53,2,1,cellular,single,1094,yes,22,464,unknown,1
secondary,jun,-1,management,no,no,42,0,2,cellular,married,338,yes,29,113,unknown,1
secondary,may,-1,management,yes,no,33,0,1,cellular,married,1039,no,29,567,unknown,1
secondary,jun,-1,blue-collar,no,no,36,0,1,cellular,single,-126,yes,18,153,unknown,2
secondary,aug,-1,management,yes,no,55,0,4,unknown,divorced,675,no,16,79,unknown,1
secondary,jun,-1,management,no,no,40,0,3,cellular,divorced,856,yes,15,67,unknown,1
tertiary,may,-1,housemaid,no,no,30,0,1,unknown,married,1,yes,30,229,unknown,1
primary,jul,-1,blue-collar,no,no,48,0,23,cellular,married,741,yes,16,762,failure,1
secondary,jul,-1,admin.,no,no,38,0,5,cellular,married,752,no,17,127,unknown,1
tertiary,jun,-1,retired,no,no,32,0,2,cellular,married,0,yes,20,903,unknown,1
tertiary,feb,-1,management,no,no,34,0,2,cellular,married,-10,yes,30,10,unknown,1
tertiary,may,-1,management,no,no,55,0,2,unknown,single,636,no,6,6,unknown,1
tertiary,aug,-1,housemaid,yes,no,30,0,1,unknown,married,2966,yes,25,127,unknown,1
secondary,aug,-1,admin.,no,no,43,0,2,cellular,married,2147,no,20,514,unknown,1
secondary,may,-1,blue-collar,no,no,54,0,2,cellular,married,816,yes,30,48,unknown,1
secondary,nov,-1,management,no,no,34,0,1,cellular,married,3330,yes,4,856,failure,1
unknown,aug,-1,technician,no,no,31,0,3,unknown,single,2,yes,6,73,unknown,1
tertiary,apr,-1,services,no,no,39,0,3,cellular,married,1792,yes,14,94,unknown,1
tertiary,jul,182,blue-collar,yes,no,34,0,2,cellular,married,0,yes,5,151,unknown,1
secondary,may,-1,technician,no,no,35,0,2,unknown,married,103,yes,2,184,unknown,1
tertiary,aug,-1,technician,no,no,43,0,2,cellular,single,1541,no,15,251,unknown,1
tertiary,jan,-1,self-employed,no,no,32,0,13,cellular,married,636,no,12,200,unknown,1
primary,jun,366,management,no,no,61,0,1,cellular,single,741,yes,2,152,unknown,1
tertiary,aug,-1,management,no,no,35,0,1,cellular,single,11528,yes,5,48,unknown,1
tertiary,may,-1,blue-collar,no,no,46,0,1,cellular,single,0,no,21,517,failure,2
secondary,jul,-1,management,yes,no,41,0,2,cellular,married,914,yes,19,73,unknown,1
secondary,aug,-1,management,no,no,51,0,2,unknown,married,612,yes,20,255,unknown,1
secondary,jul,-1,blue-collar,no,no,49,0,3,cellular,married,309,no,25,578,unknown,1
secondary,aug,-1,blue-collar,no,no,43,0,1,cellular,single,0,yes,21,111,unknown,1
secondary,jul,-1,technician,no,no,39,0,2,cellular,married,509,no,30,90,unknown,2
secondary,may,-1,retired,no,no,25,0,1,unknown,single,0,yes,19,182,unknown,1
secondary,may,-1,management,no,no,39,0,4,cellular,single,-701,no,26,151,unknown,1
tertiary,may,-1,student,no,no,36,0,2,cellular,married,765,yes,4,124,unknown,1
tertiary,apr,-1,blue-collar,no,no,46,0,1,unknown,married,18,no,17,185,failure,1
secondary,aug,165,management,no,no,34,0,1,unknown,married,1113,yes,14,265,unknown,1
primary,jul,-1,management,no,no,52,2,2,cellular,married,516,no,20,1103,unknown,1
primary,aug,-1,blue-collar,no,no,45,0,2,cellular,married,63,yes,16,716,unknown,1
secondary,jul,-1,blue-collar,no,no,27,0,2,cellular,single,2895,yes,29,97,unknown,1
primary,jul,-1,management,no,no,50,0,1,telephone,single,1414,no,7,963,failure,1
secondary,jan,-1,technician,yes,no,36,2,2,cellular,married,0,yes,18,-1,unknown,1
tertiary,aug,-1,admin.,no,no,47,0,5,cellular,married,713,yes,21,168,unknown,1
primary,jun,-1,management,no,no,31,2,3,cellular,single,-56,no,19,984,unknown,1
secondary,may,-1,admin.,yes,no,30,0,2,cellular,married,30,yes,17,700,unknown,1
secondary,jun,-1,blue-collar,yes,no,46,0,1,cellular,married,109,no,9,172,unknown,1
secondary,nov,-1,blue-collar,no,no,37,0,1,cellular,married,389,yes,6,103,failure,1
secondary,jul,-1,management,no,no,35,0,1,cellular,married,0,yes,17,9,unknown,1
primary,nov,-1,admin.,no,no,41,3,1,cellular,single,7,yes,20,121,unknown,1
secondary,may,-1,admin.,no,no,54,0,1,cellular,single,862,yes,23,190,unknown,1
tertiary,jul,-1,management,no,no,40,0,1,unknown,married,1433,no,30,16,unknown,2
secondary,jul,-1,services,no,no,41,0,7,unknown,divorced,1897,no,18,104,unknown,1
primary,feb,-1,technician,no,no,34,0,1,unknown,married,2910,no,25,73,unknown,1
tertiary,jul,-1,management,yes,no,33,0,1,cellular,single,1691,yes,15,168,unknown,1
secondary,jun,173,technician,no,no,28,0,2,unknown,married,208,yes,14,119,unknown,1
secondary,apr,-1,management,no,no,43,0,2,cellular,married,250,yes,19,78,failure,2
tertiary,feb,-1,services,no,no,32,0,3,unknown,married,684,yes,18,158,unknown,1
tertiary,aug,-1,entrepreneur,no,no,45,0,3,cellular,married,392,no,20,881,unknown,1
secondary,may,-1,housemaid,no,no,35,3,3,unknown,single,-196,yes,28,516,unknown,1
secondary,aug,-1,technician,no,no,52,0,2,cellular,divorced,714,yes,27,195,other,1
primary,jul,-1,blue-collar,no,no,48,0,2,cellular,married,4903,yes,5,46,unknown,2
secondary,jul,-1,management,no,no,26,0,1,cellular,single,37,yes,14,458,unknown,2
tertiary,apr,-1,admin.,no,no,35,0,2,cellular,married,0,yes,21,1165,other,1
